日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2007/8/28,'600690,青岛海尔,22.08,22.4,21.28,22.34,22.34,-0.26,-1.1638,2.4997,18890205,411152980,29554494442,16685742796
2007/8/27,'600690,青岛海尔,22.34,23.88,22.1,23.88,22.8,-0.46,-2.0175,2.7479,20765684,471005984,29902509322,16882223463
2007/8/24,'600690,青岛海尔,22.8,23.96,22.51,23,22.9,-0.1,-0.4367,2.6725,20196289,468009025,30518227956,17229843104
2007/8/23,'600690,青岛海尔,22.9,22.99,21.22,21.65,21,1.9,9.0476,3.6097,27277997,608422804,30652079833,17305412592
2007/8/22,'600690,青岛海尔,21,21.88,20.89,21.35,21.57,-0.57,-2.6426,2.2618,17092447,363967161,28108894170,15869592333
2007/8/21,'600690,青岛海尔,21.57,22.36,21,21.6,21.42,0.15,0.7003,2.8169,21286801,459644430,28871849869,16300338411
2007/8/20,'600690,青岛海尔,21.42,21.45,19.85,19.92,19.5,1.92,9.8462,2.9346,22176312,453717813,28671072053,16186984180
2007/8/17,'600690,青岛海尔,19.5,20.12,19.4,19.5,19.5,0,0,3.0753,23239837,458016090,26101116015,14736050024
2007/8/16,'600690,青岛海尔,19.5,19.76,18.28,18.8,18.92,0.58,3.0655,4.1687,31502308,610537234,26101116015,14736050024
2007/8/15,'600690,青岛海尔,18.92,19.4,18,18,17.91,1.01,5.6393,5.3267,40253725,759518042,25324775128,14297746997
2007/8/14,'600690,青岛海尔,17.91,18.14,17,17.06,17.21,0.7,4.0674,2.8177,21293206,380099191,23972871171,13534495175
2007/8/13,'600690,青岛海尔,17.21,17.58,16.7,17.23,17.17,0.04,0.233,1.7715,13386785,228758707,23035908032,13005508764
2007/8/10,'600690,青岛海尔,17.17,17.75,16.98,17.75,17.96,-0.79,-4.3987,1.7281,13059124,225772966,22982367281,12975280969
2007/8/9,'600690,青岛海尔,17.96,18.12,17.6,17.78,17.78,0.18,1.0124,2.4479,18498662,330927011,24039797109,13572279919
2007/8/8,'600690,青岛海尔,17.78,18,17.05,18,18.11,-0.33,-1.8222,1.7995,13599033,238733237,23798863731,13436254842
2007/8/7,'600690,青岛海尔,18.11,18.6,17.48,17.85,17.76,0.35,1.9707,3.2324,24427395,438201985,24240574925,13685634150
2007/8/6,'600690,青岛海尔,17.76,18.05,17.05,17.1,16.83,0.93,5.5258,3.9142,29579271,523637318,23772093355,13421140945
2007/8/3,'600690,青岛海尔,16.83,17.2,16.58,17.11,16.99,-0.16,-0.9417,2.3765,17959024,302111520,22527270899,12718344713
2007/8/2,'600690,青岛海尔,16.99,17.15,16.42,16.7,16.62,0.37,2.2262,1.6608,12550414,211084506,22741433902,12839255892
2007/8/1,'600690,青岛海尔,16.62,17.9,16.52,17.75,17.77,-1.15,-6.4716,1.7733,13400473,229853857,22246181957,12559648789
2007/7/31,'600690,青岛海尔,17.77,18.03,16.8,16.84,16.82,0.95,5.648,3.3801,25543357,447444887,23785478543,13428697893
2007/7/30,'600690,青岛海尔,16.82,17.18,16.7,16.78,16.78,0.04,0.2384,2.271,17161611,289770283,22513885711,12710787764
2007/7/27,'600690,青岛海尔,16.78,17.03,16.6,16.88,17.03,-0.25,-1.468,1.7335,13100094,220059716,22460344961,12680559969
2007/7/26,'600690,青岛海尔,17.03,17.33,16.6,16.88,16.78,0.25,1.4899,2.3756,17952391,303662572,22794974653,12869483687
2007/7/25,'600690,青岛海尔,16.78,16.98,16.42,16.43,16.44,0.34,2.0681,1.7756,13418330,223608420,22460344961,12680559969
2007/7/24,'600690,青岛海尔,16.44,17.19,16.21,16.35,16.25,0.19,1.1692,2.8782,21750680,364696109,22005248579,12423623712
2007/7/23,'600690,青岛海尔,16.25,16.4,15.26,15.26,15.18,1.07,7.0487,2.4947,18852348,302063509,21750930013,12280041686
2007/7/20,'600690,青岛海尔,15.18,15.28,14.61,14.65,14.74,0.44,2.9851,2.0042,15145280,227605900,20318714929,11471448172
2007/7/19,'600690,XD青岛海,14.74,15.2,14.4,15.1,14.97,-0.23,-1.5364,1.2526,9465714,139310973,19729766670,11138942428
2007/7/18,'600690,青岛海尔,15.12,15.36,14.84,15.36,15.27,-0.15,-0.9823,1.1115,8399438,126497441,20238403802,11426106480
2007/7/17,'600690,青岛海尔,15.27,15.5,14.88,15.14,15.3,-0.03,-0.1961,1.1391,8608188,130407350,20439181618,11539460711
2007/7/16,'600690,青岛海尔,15.3,15.9,15.2,15.9,16,-0.7,-4.375,0.7231,5464286,84726205,20479337181,11562131557
2007/7/13,'600690,青岛海尔,16,16.02,15.42,15.8,15.84,0.16,1.0101,0.9881,7466754,117634569,21416300320,12091117968
2007/7/12,'600690,青岛海尔,15.84,16.09,15.5,15.8,15.68,0.16,1.0204,1.2444,9403606,149479624,21202137317,11970206788
2007/7/11,'600690,青岛海尔,15.68,15.92,15.32,15.5,15.7,-0.02,-0.1274,0.9197,6950033,108381140,20987974314,11849295609
2007/7/10,'600690,青岛海尔,15.7,16.5,15.45,16.5,16.55,-0.85,-5.136,1.8897,14280389,226056640,21014744689,11864409506
2007/7/9,'600690,青岛海尔,16.55,16.62,16.1,16.23,16.1,0.45,2.795,2.1207,16025910,262462540,22152485644,12506750148
2007/7/6,'600690,青岛海尔,16.1,16.28,14.55,14.75,14.81,1.29,8.7103,1.8692,14125460,217810338,21550152197,12166687455
2007/7/5,'600690,青岛海尔,14.81,15.92,14.8,15.92,16.08,-1.27,-7.898,1.6665,12593412,192988923,19823462984,11191841069
2007/7/4,'600690,青岛海尔,16.08,16.7,15.9,16.65,16.64,-0.56,-3.3654,0.714,5395836,88081285,21523381822,12151573558
2007/7/3,'600690,青岛海尔,16.64,16.88,16.14,16.55,16.51,0.13,0.7874,1.1011,8320579,137245232,22272952333,12574762687
2007/7/2,'600690,青岛海尔,16.51,16.7,15.88,16.1,16,0.51,3.1875,1.5541,11744082,192316297,22098944893,12476522353
2007/6/29,'600690,青岛海尔,16,16.5,15.3,15.45,15.85,0.15,0.9464,2.5432,19218578,308696616,21416300320,12091117968
2007/6/28,'600690,青岛海尔,15.85,17.12,15.8,17.12,17.13,-1.28,-7.4723,2.2389,16919349,278522552,21215522505,11977763737
2007/6/27,'600690,青岛海尔,17.13,17.33,16.3,16.58,16.51,0.62,3.7553,2.8373,21441018,362302613,22928826530,12945053175
2007/6/26,'600690,青岛海尔,16.51,16.55,15.06,15.2,15.42,1.09,7.0687,2.6899,20327111,321929186,22098944893,12476522353
2007/6/25,'600690,青岛海尔,15.42,16.64,15.08,16.35,16.15,-0.73,-4.5201,2.6113,19733417,315722277,20639959433,11652814942
2007/6/22,'600690,青岛海尔,16.15,17.8,15.74,17.5,17.44,-1.29,-7.3968,3.3351,25203013,419987694,21617078136,12204472199
2007/6/21,'600690,青岛海尔,17.44,17.85,17.15,17.25,17.42,0.02,0.1148,2.2966,17355246,303114877,23343767349,13179318585
2007/6/20,'600690,青岛海尔,17.42,18.8,17.18,18.6,18.32,-0.9,-4.9127,3.577,27031094,483943934,23316996973,13164204688
2007/6/19,'600690,青岛海尔,18.32,18.89,18.05,18.6,18.29,0.03,0.164,3.75,28338397,522995036,24521663866,13844330073
2007/6/18,'600690,青岛海尔,18.29,18.29,17.06,17.19,16.63,1.66,9.982,5.899,44578780,799460965,24481508303,13821659227
2007/6/15,'600690,青岛海尔,16.63,17.11,16.33,16.62,16.62,0.01,0.0602,2.747,20759295,346061679,22259567145,12567205738
2007/6/14,'600690,青岛海尔,16.62,17.22,15.51,15.8,15.92,0.7,4.397,4.7855,36163440,601080381,22246181957,12559648789
2007/6/13,'600690,青岛海尔,15.92,16.63,15.86,16.39,15.54,0.38,2.4453,3.6078,27263902,441691984,21309218818,12030662378
2007/6/12,'600690,青岛海尔,0,0,0,0,15.54,None,None,0,0,0,20800581686,11743498326
2007/6/11,'600690,青岛海尔,15.54,15.8,14.85,14.85,14.79,0.75,5.071,3.161,23887668,369301381,20800581686,11743498326
2007/6/8,'600690,青岛海尔,14.79,14.94,14.41,14.6,14.62,0.17,1.1628,2.3379,17667301,260871122,19796692608,11176727172
2007/6/7,'600690,青岛海尔,14.62,14.93,14.2,14.29,14.32,0.3,2.095,2.851,21544731,316424371,19569144417,11048259043
2007/6/6,'600690,青岛海尔,14.32,14.45,13.3,14.1,13.9,0.42,3.0216,3.0456,23015706,322854290,19167588786,10821550581
2007/6/5,'600690,青岛海尔,13.9,13.94,11.83,13.2,13.09,0.81,6.1879,3.7269,28164060,366888741,18605410903,10504158735
2007/6/4,'600690,青岛海尔,13.09,15.01,13.09,14.4,14.54,-1.45,-9.9725,4.1497,31359060,432935175,17521210699,9892045888
2007/6/1,'600690,青岛海尔,14.54,15.48,14.28,15.2,15.07,-0.53,-3.5169,3.7689,28481380,428312864,19462062916,10987803453
2007/5/31,'600690,青岛海尔,15.07,15.77,13.49,14.61,14.99,0.08,0.5337,4.3853,33139861,484429703,20171477864,11388321736
2007/5/30,'600690,青岛海尔,14.99,16.55,14.99,15.5,16.65,-1.66,-9.97,4.8345,36533726,569524716,20064396362,11327866146
2007/5/29,'600690,青岛海尔,16.65,17.16,16.33,16.5,16.48,0.17,1.0316,4.559,34452094,577656271,22286337521,12582319636
2007/5/28,'600690,青岛海尔,16.48,16.69,15.65,15.8,15.66,0.82,5.2363,6.0395,45639925,736458509,22058789330,12453851507
2007/5/25,'600690,青岛海尔,15.66,15.78,15.3,15.3,15.6,0.06,0.3846,3.2927,24882780,386145286,20961203938,11834181711
2007/5/24,'600690,青岛海尔,15.6,16.26,15.35,16.15,16.02,-0.42,-2.6217,4.2202,31891555,502862750,20880892812,11788840019
2007/5/23,'600690,青岛海尔,16.02,16.1,15.31,15.43,15.43,0.59,3.8237,5.3837,40681649,646338455,19167488217,12105422519
2007/5/22,'600690,青岛海尔,15.43,15.97,15.31,15.55,15.37,0.06,0.3904,3.6469,27557788,429870875,18461569487,11659592351
2007/5/21,'600690,青岛海尔,15.37,15.67,14.4,14.5,15.11,0.26,1.7207,3.3577,25372387,387475609,18389781142,11614253690
2007/5/18,'600690,青岛海尔,15.11,15.3,14.71,15.14,15.1,0.01,0.0662,2.8126,21252883,319347503,18078698312,11417786159
2007/5/17,'600690,青岛海尔,15.1,15.51,14.81,14.81,14.8,0.3,2.027,3.291,24868176,379970076,18066733587,11410229715
2007/5/16,'600690,青岛海尔,14.8,14.8,13.99,14.31,14.31,0.49,3.4242,2.7509,20420485,295064156,17707791860,10986486546
2007/5/15,'600690,青岛海尔,14.31,15.18,14.23,14.98,14.95,-0.64,-4.2809,2.9255,21716620,319991374,17121520373,10622744761
2007/5/14,'600690,青岛海尔,14.95,15.31,14.72,14.91,15.16,-0.21,-1.3852,3.4022,25255902,380130685,17887262724,11097836071
2007/5/11,'600690,青岛海尔,15.16,15.56,15,15.56,15.74,-0.58,-3.6849,3.0993,23006720,349461755,18138521933,11253725408
2007/5/10,'600690,青岛海尔,15.74,15.98,15.2,15.6,15.79,-0.05,-0.3167,3.8148,28318522,439185897,18832475938,11684276907
2007/5/9,'600690,青岛海尔,15.79,16.26,15,16.26,16.26,-0.47,-2.8905,4.7997,35629751,561389302,18892299559,11721393416
2007/5/8,'600690,青岛海尔,16.26,16.35,15.08,15.21,14.98,1.28,8.5447,5.3397,39638541,627803218,19454641598,12070288597
2007/4/30,'600690,青岛海尔,14.98,15.17,14.36,14.55,14.62,0.36,2.4624,4.339,32209855,477296030,17923156897,11120105977
2007/4/27,'600690,青岛海尔,14.62,15.5,14.6,15.18,15.18,-0.56,-3.6891,3.7629,27933259,413239487,17492426824,10852867115
2007/4/26,'600690,青岛海尔,15.18,15.4,14.45,14.58,14.66,0.52,3.5471,4.7808,35489006,532711962,18162451381,11268572011
2007/4/25,'600690,青岛海尔,14.66,14.75,13.7,14.01,14.13,0.53,3.7509,5.8186,43193514,619434444,17540285721,10882560322
2007/4/24,'600690,青岛海尔,14.13,14.63,13.61,13.63,13.45,0.68,5.0558,6.5638,48725170,691053301,16906155337,10489125330
2007/4/23,'600690,青岛海尔,13.45,13.46,12.81,12.81,12.8,0.65,5.0781,4.8865,36273655,482543416,16092554089,9984340813
2007/4/20,'600690,青岛海尔,12.8,12.93,12.36,12.47,12.41,0.39,3.1426,3.2563,24172781,307346621,15314847014,9501826202
2007/4/19,'600690,青岛海尔,12.41,13.39,12.12,13.39,13.45,-1.04,-7.7323,4.4703,33184729,426431704,14848222769,9212317435
2007/4/18,'600690,青岛海尔,13.45,13.6,12.52,12.89,12.9,0.55,4.2636,5.7513,42693673,564424210,16092554089,9984340813
2007/4/17,'600690,青岛海尔,12.9,13.14,12.5,13.05,13.05,-0.15,-1.1494,4.0558,30107219,386361009,15434494257,9576059219
2007/4/16,'600690,青岛海尔,13.05,13.2,12.8,12.95,12.87,0.18,1.3986,3.4349,25498202,330784225,15613965120,9687408745
2007/4/13,'600690,青岛海尔,12.87,13.53,12.61,13,12.88,-0.01,-0.0776,4.5163,33525713,444218408,15398600084,9553789314
2007/4/12,'600690,青岛海尔,12.88,12.95,12.41,12.47,12.43,0.45,3.6203,4.9371,36649440,467371059,15410564808,9561212615
2007/4/11,'600690,青岛海尔,12.43,12.74,12.2,12.7,12.7,-0.27,-2.126,2.8488,21147331,262538543,14872152218,9227164038
2007/4/10,'600690,青岛海尔,12.7,12.8,12,12.64,12.63,0.07,0.5542,3.8547,28614476,356938026,15195199772,9427593184
2007/4/9,'600690,青岛海尔,12.63,12.9,12.44,12.51,12.48,0.15,1.2019,3.531,26211401,330982915,15111446703,9375630072
2007/4/6,'600690,青岛海尔,12.48,12.7,12.3,12.5,12.73,-0.25,-1.9639,3.2756,24316117,304306828,14931975839,9264280547
2007/4/5,'600690,青岛海尔,12.73,13.05,12.45,12.45,12.44,0.29,2.3312,3.6856,27359307,350632516,15231093945,9449863090
2007/4/4,'600690,青岛海尔,12.44,12.8,12.01,12.13,12.13,0.31,2.5556,4.2265,31374839,392340698,14884116942,9234587340
2007/4/3,'600690,青岛海尔,12.13,12.39,11.99,12.18,12.17,-0.04,-0.3287,2.397,17793767,216225589,14513210491,9004464986
2007/4/2,'600690,青岛海尔,12.17,12.32,11.9,11.91,11.91,0.26,2.183,2.7517,20426961,247485928,14561069388,9034158193
2007/3/30,'600690,青岛海尔,11.91,12.18,11.74,12.1,12.15,-0.24,-1.9753,3.2066,23803537,284400249,14249986558,8841152349
2007/3/29,'600690,青岛海尔,12.15,12.6,12.01,12.31,12.56,-0.41,-3.2643,6.031,44770126,552303497,14537139940,9019311590
2007/3/28,'600690,青岛海尔,12.56,12.79,11.68,11.7,11.63,0.93,7.9966,10.0891,74894459,911309098,15027693633,9323666960
2007/3/27,'600690,青岛海尔,11.63,11.75,11.33,11.5,11.63,0,0,4.8848,36261547,416338429,13914974280,8633299900
2007/3/26,'600690,青岛海尔,11.63,11.85,11.41,11.65,11.54,0.09,0.7799,4.0442,30021406,348242916,13914974280,8633299900
2007/3/23,'600690,青岛海尔,11.54,11.58,11.05,11.05,11.03,0.51,4.6238,5.8222,43219988,491415338,13807291761,8566490185
2007/3/22,'600690,青岛海尔,11.03,11.3,10.78,10.85,10.81,0.22,2.0352,5.6371,41845616,464782236,13197090826,8187901797
2007/3/21,'600690,青岛海尔,10.81,10.94,10.6,10.81,10.79,0.02,0.1854,2.6839,19923169,214013218,12933866893,8024589159
2007/3/20,'600690,青岛海尔,10.79,10.85,10.48,10.61,10.58,0.21,1.9849,2.8388,21073376,225357542,12909937444,8009742556
2007/3/19,'600690,青岛海尔,10.58,10.7,9.94,10,10.35,0.23,2.2222,3.0106,22348689,231579169,12658678235,7853853220
2007/3/16,'600690,青岛海尔,10.35,10.98,10.18,10.82,10.76,-0.41,-3.8104,3.1002,23013786,242432392,12383489578,7683117280
2007/3/15,'600690,青岛海尔,10.76,10.99,10.1,10.14,10.16,0.6,5.9055,4.387,32566354,344951346,12874043272,7987472651
2007/3/14,'600690,青岛海尔,10.16,10.32,9.97,10.2,10.34,-0.18,-1.7408,3.1446,23343543,237238851,12156159818,7542074548
2007/3/13,'600690,青岛海尔,10.34,10.48,9.91,9.92,9.99,0.35,3.5035,3.0242,22449311,230210046,12371524854,7675693978
2007/3/12,'600690,青岛海尔,9.99,10.16,9.81,10.16,10.16,-0.17,-1.6732,2.3729,17614923,175160725,11952759506,7415878418
2007/3/9,'600690,青岛海尔,10.16,10.31,10.11,10.3,10.33,-0.17,-1.6457,2.0114,14930939,152174669,12156159818,7542074548
2007/3/8,'600690,青岛海尔,10.33,10.38,10.01,10.18,10.17,0.16,1.5733,2.0174,14975408,153159720,12359560130,7668270677
2007/3/7,'600690,青岛海尔,10.17,10.25,9.9,9.9,9.87,0.3,3.0395,3.2934,24448184,246149769,12168124542,7549497849
2007/3/6,'600690,青岛海尔,9.87,9.89,9.42,9.65,9.68,0.19,1.9628,2.852,21171090,205163380,11809182815,7326798798
2007/3/5,'600690,青岛海尔,9.68,9.94,9.4,9.86,9.86,-0.18,-1.8256,2.0612,15301043,148151867,11581853055,7185756065
2007/3/2,'600690,青岛海尔,9.86,10.02,9.7,9.8,9.87,-0.01,-0.1013,2.0329,15090918,148688338,11797218091,7319375496
2007/3/1,'600690,青岛海尔,9.87,10.49,9.65,10.46,10.39,-0.52,-5.0048,2.8555,21197589,210832983,11809182815,7326798798
2007/2/28,'600690,青岛海尔,10.39,10.49,9.8,9.9,10.34,0.05,0.4836,3.6685,27232616,275899266,12431348475,7712810487
2007/2/27,'600690,青岛海尔,10.34,11.58,10.34,11.5,11.49,-1.15,-10.0087,4.0051,29730706,322874065,12371524854,7675693978
2007/2/26,'600690,青岛海尔,11.49,11.64,10.9,11.27,11.18,0.31,2.7728,3.3988,25230590,284742955,13747468140,8529373676
2007/2/16,'600690,青岛海尔,11.18,11.5,10.86,10.9,10.71,0.47,4.3884,3.9397,29245385,326173414,13376561689,8299251323
2007/2/15,'600690,青岛海尔,10.71,10.87,10.56,10.56,10.48,0.23,2.1947,3.2865,24396926,261328500,12814219650,7950356142
2007/2/14,'600690,青岛海尔,10.48,10.59,10.21,10.3,10.39,0.09,0.8662,2.3383,17358226,180940240,12539030993,7779620203
2007/2/13,'600690,青岛海尔,10.39,10.47,10.16,10.42,10.37,0.02,0.1929,2.0785,15429628,159083772,12431348475,7712810487
2007/2/12,'600690,青岛海尔,10.37,10.39,9.8,9.81,9.79,0.58,5.9244,3.1423,23326590,236215475,12407419027,7697963884
2007/2/9,'600690,青岛海尔,9.79,9.98,9.6,9.92,9.94,-0.15,-1.5091,2.6605,19749718,193275577,11713465021,7267412384
2007/2/8,'600690,青岛海尔,9.94,9.98,9.11,9.38,9.4,0.54,5.7447,4.2053,31216961,298246791,11892935885,7378761910
2007/2/7,'600690,青岛海尔,9.4,9.74,9.1,9.51,9.39,0.01,0.1065,4.7174,35018739,330552518,11246840776,6977903617
2007/2/6,'600690,青岛海尔,9.39,9.45,8.9,9.21,9.08,0.31,3.4141,2.8191,20926884,192015290,11234876052,6970480315
2007/2/5,'600690,青岛海尔,9.08,9.35,8.8,9.2,9.29,-0.21,-2.2605,1.9868,14748658,133474456,10863969601,6740357962
2007/2/2,'600690,青岛海尔,9.29,10.2,9.2,9.9,9.63,-0.34,-3.5306,2.4915,18495086,179643010,11115228810,6896247298
2007/2/1,'600690,青岛海尔,9.63,9.74,9,9.55,9.64,-0.01,-0.1037,3.2545,24159311,228466750,11522029434,7148639556
2007/1/31,'600690,青岛海尔,9.64,10.5,9.54,10.5,10.6,-0.96,-9.0566,3.2305,23981104,240917317,11533994158,7156062858
2007/1/30,'600690,青岛海尔,10.6,11.09,10.55,11.01,10.95,-0.35,-3.1963,2.0495,15213971,164113699,12682607684,7868699823
2007/1/29,'600690,青岛海尔,10.95,10.95,10.45,10.83,10.67,0.28,2.6242,2.6201,19449942,208717322,13101373032,8128515383
2007/1/26,'600690,青岛海尔,10.67,10.95,10.08,10.74,11.01,-0.34,-3.0881,2.6298,19522135,204131531,12766360753,7920662935
2007/1/25,'600690,青岛海尔,11.01,11.8,10.99,11.78,11.85,-0.84,-7.0886,2.5498,18928143,214431597,13173161377,8173055194
2007/1/24,'600690,青岛海尔,11.85,12.1,11.7,12.1,12.1,-0.25,-2.0661,2.9354,21790129,258671372,14178198213,8796612538
2007/1/23,'600690,青岛海尔,12.1,12.4,11.55,11.9,11.81,0.29,2.4555,4.3303,32145116,386526834,14477316318,8982195081
2007/1/22,'600690,青岛海尔,11.81,11.81,10.86,10.88,10.74,1.07,9.9628,4.8826,36244864,414467347,14130339316,8766919331
2007/1/19,'600690,青岛海尔,10.74,10.86,10.22,10.22,10.2,0.54,5.2941,2.5462,18901065,198761359,12850113823,7972626047
2007/1/18,'600690,青岛海尔,10.2,10.88,9.8,10.31,10.32,-0.12,-1.1628,2.7365,20313939,205393754,12204018715,7571767754
2007/1/17,'600690,青岛海尔,10.32,11.24,10.1,10.9,10.87,-0.55,-5.0598,2.8903,21455928,229643588,12347595405,7660847375
2007/1/16,'600690,青岛海尔,10.87,10.98,10.42,10.58,10.46,0.41,3.9197,2.6188,19440060,208494460,13005655238,8069128970
2007/1/15,'600690,青岛海尔,10.46,10.55,9.9,9.95,10.04,0.42,4.1833,2.347,17422708,178705172,12515101545,7764773599
2007/1/12,'600690,青岛海尔,10.04,10.75,10,10.65,10.85,-0.81,-7.4654,2.1583,16021511,165676948,12012583127,7452994927
2007/1/11,'600690,青岛海尔,10.85,11.38,10.67,11,11.1,-0.25,-2.2523,2.015,14957966,164950721,12981725790,8054282366
2007/1/10,'600690,青岛海尔,11.1,11.13,10.25,10.49,10.55,0.55,5.2133,3.1369,23285818,246221519,13280843895,8239864909
2007/1/9,'600690,青岛海尔,10.55,11.15,10.08,10.68,10.6,-0.05,-0.4717,3.0601,22716333,246309215,12622784063,7831583315
2007/1/8,'600690,青岛海尔,10.6,10.78,9.93,9.93,9.9,0.7,7.0707,2.1465,15934058,164954890,12682607684,7868699823
2007/1/5,'600690,青岛海尔,9.9,10.16,9.52,9.7,9.8,0.1,1.0204,2.3058,17116995,170154437,11845076988,7349068703
2007/1/4,'600690,青岛海尔,9.8,10.14,9.28,9.3,9.22,0.58,6.2907,3.4926,25926472,254733995,11725429745,7274835686
